-19.812, -0.624799, 0.0634974
-19.9174, -0.634187, 0.0646685
-19.9493, -0.641042, 0.0652155
-20.1938, -0.640463, 0.0647079
-20.2218, -0.643018, 0.0651288
-20.0536, -0.643862, 0.064791
-20.1507, -0.644407, 0.0647256
-19.8597, -0.631533, 0.0636157
-19.3862, -0.609636, 0.0621383
-19.1478, -0.610384, 0.0611456
-19.0284, -0.601886, 0.0604413
-18.562, -0.58569, 0.0594588
-18.4191, -0.593018, 0.0586187
-17.2892, -0.580994, 0.0570845
-18.0119, -0.613042, 0.0574156
-17.9326, -0.61606, 0.0563697
-18.5991, -0.613886, 0.0550773
-18.4239, -0.600402, 0.0535771
-20.519, -0.610811, 0.0528874
-20.5578, -0.603238, 0.0518958
-20.2681, -0.588485, 0.05009
-19.7345, -0.560669, 0.0481379
-20.4317, -0.546453, 0.0465142
-19.4711, -0.492885, 0.043392
-19.9725, -0.489408, 0.0420856
-19.3404, -0.469079, 0.0408151
-17.3093, -0.411109, 0.0386108
-17.3289, -0.421391, 0.0391521
-17.4721, -0.433898, 0.0399777
-17.5531, -0.432902, 0.0405743
-17.7849, -0.440901, 0.0411482
-17.8749, -0.442617, 0.0415612
-17.6463, -0.437412, 0.0415826
-16.9242, -0.420264, 0.0409016
-16.9511, -0.418279, 0.0405691
-16.7071, -0.385521, 0.039583
-16.3828, -0.373646, 0.0390732
-15.9729, -0.359434, 0.0384658
-16.0268, -0.36061, 0.0386853
